cnpj,cd_cvm,denom,doc,dt_refer,versao,available_at,original_receb,restated,stmt,ni_source,moeda,ytd_months,ni_ytd,fy_start,ni_ttm,ttm_status,pit,first_seen_at
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,DFP,2014-12-31,1,2015-03-31,2015-03-31,false,ind,total,REAL,12,-251678000,2014-01-01,-251678000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2015-03-31,1,2015-05-15,2015-05-15,false,ind,total,REAL,3,-94596000,2015-01-01,-207031000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2015-06-30,1,2015-08-12,2015-08-12,false,ind,total,REAL,6,-132081000,2015-01-01,-229590000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2015-09-30,1,2015-11-12,2015-11-12,false,ind,total,REAL,9,-239137000,2015-01-01,-274053000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,DFP,2015-12-31,1,2016-03-30,2016-03-30,false,ind,total,REAL,12,-128969000,2015-01-01,-128969000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2016-03-31,1,2016-05-13,2016-05-13,false,ind,total,REAL,3,32170000,2016-01-01,-2203000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2016-06-30,1,2016-08-10,2016-08-10,false,ind,total,REAL,6,77710000,2016-01-01,80822000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2016-09-30,1,2016-11-11,2016-11-11,false,ind,total,REAL,9,94821000,2016-01-01,204989000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,DFP,2016-12-31,2,2017-03-29,2017-03-29,true,ind,,REAL,,,,,sem_periodo_atual,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2017-03-31,1,2017-05-15,2017-05-15,false,ind,total,REAL,3,14870000,,,sem_anual_anterior,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2017-06-30,1,2017-08-11,2017-08-11,false,ind,total,REAL,6,9440000,,,sem_anual_anterior,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2017-09-30,2,2017-11-14,2017-11-14,true,ind,total,REAL,9,31164000,,,sem_anual_anterior,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,DFP,2017-12-31,2,2019-12-12,2018-03-28,true,ind,total,REAL,12,11055000,2017-01-01,11055000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2018-03-31,1,2019-12-12,2018-05-14,false,ind,total,REAL,3,38323000,2018-01-01,34508000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2018-06-30,1,2019-12-12,2018-08-14,false,ind,total,REAL,6,74114000,2018-01-01,75729000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2018-09-30,2,2019-12-12,2018-11-09,true,ind,total,REAL,9,67434000,2018-01-01,75958000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,DFP,2018-12-31,3,2020-04-10,2019-03-29,true,ind,total,REAL,12,88437000,2018-01-01,88437000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2019-03-31,2,2020-04-10,2019-05-14,true,ind,total,REAL,3,7863000,2019-01-01,75401000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2019-06-30,3,2020-04-10,2019-08-09,true,ind,total,REAL,6,73521000,2019-01-01,120384000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2019-09-30,1,2020-04-10,2019-12-12,false,ind,total,REAL,9,107283000,2019-01-01,128286000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,DFP,2019-12-31,1,2020-03-02,2020-03-02,false,ind,total,REAL,12,165736000,2019-01-01,165736000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2020-03-31,1,2020-06-10,2020-06-10,false,ind,total,REAL,3,7525000,2020-01-01,165398000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2020-06-30,1,2020-08-12,2020-08-12,false,ind,total,REAL,6,40649000,2020-01-01,132864000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2020-09-30,2,2020-11-13,2020-11-13,true,ind,total,REAL,9,70137000,2020-01-01,128590000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,DFP,2020-12-31,1,2021-03-04,2021-03-04,false,ind,total,REAL,12,134598000,2020-01-01,134598000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2021-03-31,3,2021-05-19,2021-05-12,true,ind,total,REAL,3,27720000,2021-01-01,154793000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2021-06-30,2,2021-08-16,2021-08-12,true,ind,total,REAL,6,86480000,2021-01-01,180429000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2021-09-30,1,2021-11-12,2021-11-12,false,ind,total,REAL,9,116737000,2021-01-01,181198000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,DFP,2021-12-31,1,2022-02-24,2022-02-24,false,ind,total,REAL,12,155815000,2021-01-01,155815000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2022-03-31,1,2022-05-11,2022-05-11,false,ind,total,REAL,3,45458000,2022-01-01,173553000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2022-06-30,1,2022-08-11,2022-08-11,false,ind,total,REAL,6,59559000,2022-01-01,128894000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2022-09-30,1,2022-11-11,2022-11-11,false,ind,total,REAL,9,192464000,2022-01-01,231542000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,DFP,2022-12-31,1,2023-03-15,2023-03-15,false,ind,total,REAL,12,198002000,2022-01-01,198002000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2023-03-31,1,2023-05-12,2023-05-12,false,ind,total,REAL,3,23002000,2023-01-01,175546000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2023-06-30,2,2023-08-14,2023-08-14,true,ind,total,REAL,6,22733000,2023-01-01,161176000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2023-09-30,1,2023-11-13,2023-11-13,false,ind,total,REAL,9,75547000,2023-01-01,81085000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,DFP,2023-12-31,1,2024-03-20,2024-03-20,false,ind,total,REAL,12,120220000,2023-01-01,120220000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2024-03-31,1,2024-05-14,2024-05-14,false,ind,total,REAL,3,61584000,2024-01-01,158802000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2024-06-30,1,2024-08-14,2024-08-14,false,ind,total,REAL,6,126282000,2024-01-01,223769000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2024-09-30,1,2024-11-13,2024-11-13,false,ind,total,REAL,9,179454000,2024-01-01,224127000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,DFP,2024-12-31,1,2025-03-26,2025-03-26,false,ind,total,REAL,12,354050000,2024-01-01,354050000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2025-03-31,1,2025-05-14,2025-05-14,false,ind,total,REAL,3,54184000,2025-01-01,346650000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2025-06-30,1,2025-08-13,2025-08-13,false,ind,total,REAL,6,122930000,2025-01-01,350698000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2025-09-30,1,2025-11-13,2025-11-13,false,ind,total,REAL,9,186617000,2025-01-01,361213000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,DFP,2025-12-31,1,2026-02-27,2026-02-27,false,ind,total,REAL,12,224617000,2025-01-01,224617000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2026-03-31,1,2026-05-14,2026-05-14,false,ind,total,REAL,3,42789000,2026-01-01,213222000,ok,backfill,2026-09-21T21:38:17.660Z
07.040.108/0001-57,018546,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,ITR,2026-06-30,1,2026-08-13,2026-08-13,false,ind,total,REAL,6,73370000,2026-01-01,175057000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,DFP,2013-12-31,1,2014-12-10,2014-12-10,false,con,controladora,REAL,12,-936364000,2013-01-01,-936364000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2014-03-31,1,2014-12-10,2014-12-10,false,con,controladora,REAL,3,235957000,2014-01-01,-579293000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2014-06-30,1,2014-12-10,2014-12-10,false,con,controladora,REAL,6,471044000,2014-01-01,231504000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2014-09-30,1,2014-12-10,2014-12-10,false,con,controladora,REAL,9,-204674000,2014-01-01,-254173000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,DFP,2014-12-31,1,2015-04-14,2015-04-14,false,con,controladora,REAL,12,-619521000,2014-01-01,-619521000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2015-03-31,1,2015-05-15,2015-05-15,false,con,controladora,REAL,3,-396633000,2015-01-01,-1252111000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2015-06-30,1,2015-08-14,2015-08-14,false,con,controladora,REAL,6,-402144000,2015-01-01,-1492709000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2015-09-30,1,2015-11-13,2015-11-13,false,con,controladora,REAL,9,-666669000,2015-01-01,-1081516000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,DFP,2015-12-31,1,2016-03-28,2016-03-28,false,con,controladora,REAL,12,-555223000,2015-01-01,-555223000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2016-03-31,2,2016-05-16,2016-05-13,true,con,controladora,REAL,3,-143785000,2016-01-01,-302375000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2016-06-30,1,2016-08-15,2016-08-15,false,con,controladora,REAL,6,-266395000,2016-01-01,-419474000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2016-09-30,1,2016-11-11,2016-11-11,false,con,controladora,REAL,9,-499621000,2016-01-01,-388175000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,DFP,2016-12-31,2,2017-03-28,2017-03-27,true,con,controladora,REAL,12,-857711000,2016-01-01,-857711000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2017-03-31,1,2017-05-04,2017-05-04,false,con,controladora,REAL,3,-199258000,2017-01-01,-913184000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2017-06-30,1,2017-08-10,2017-08-10,false,con,controladora,REAL,6,-421017000,2017-01-01,-1012333000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2017-09-30,1,2017-11-01,2017-11-01,false,con,controladora,REAL,9,-557339000,2017-01-01,-915429000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,DFP,2017-12-31,1,2018-03-27,2018-03-27,false,con,controladora,REAL,12,-614587000,2017-01-01,-614587000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2018-03-31,1,2018-05-04,2018-05-04,false,con,controladora,REAL,3,-61984000,2018-01-01,-477313000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2018-06-30,1,2018-07-30,2018-07-30,false,con,controladora,REAL,6,-184721000,2018-01-01,-378291000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2018-09-30,1,2018-11-09,2018-11-09,false,con,controladora,REAL,9,-188449000,2018-01-01,-245697000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,DFP,2018-12-31,1,2019-03-28,2019-03-28,false,con,controladora,REAL,12,306246000,2018-01-01,306246000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2019-03-31,1,2019-05-03,2019-05-03,false,con,controladora,REAL,3,75055000,2019-01-01,443285000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2019-06-30,1,2019-08-07,2019-08-07,false,con,controladora,REAL,6,176834000,2019-01-01,667801000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2019-09-30,1,2019-10-31,2019-10-31,false,con,controladora,REAL,9,272347000,2019-01-01,767042000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,DFP,2019-12-31,1,2020-03-24,2020-03-24,false,con,controladora,REAL,12,536361000,2019-01-01,536361000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2020-03-31,1,2020-04-29,2020-04-29,false,con,controladora,REAL,3,37468000,2020-01-01,498774000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2020-06-30,1,2020-08-04,2020-08-04,false,con,controladora,REAL,6,384312000,2020-01-01,743839000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2020-09-30,1,2020-11-03,2020-11-03,false,con,controladora,REAL,9,879905000,2020-01-01,1143919000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,DFP,2020-12-31,1,2021-03-24,2021-03-24,false,con,controladora,REAL,12,1612548000,2020-01-01,1612548000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2021-03-31,2,2021-11-11,2021-05-13,true,con,controladora,REAL,3,-314379000,2021-01-01,1260701000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2021-06-30,2,2021-11-11,2021-08-02,true,con,controladora,REAL,6,666795000,2021-01-01,1895031000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2021-09-30,1,2021-11-12,2021-11-12,false,con,controladora,REAL,9,330772000,2021-01-01,1063415000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,DFP,2021-12-31,1,2022-03-30,2022-03-30,false,con,controladora,REAL,12,1935026000,2021-01-01,1935026000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2022-03-31,1,2022-05-13,2022-05-13,false,con,controladora,REAL,3,1601519000,2022-01-01,3850924000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2022-06-30,1,2022-08-15,2022-08-15,false,con,controladora,REAL,6,708272000,2022-01-01,1976503000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2022-09-30,1,2022-11-04,2022-11-04,false,con,controladora,REAL,9,492160000,2022-01-01,2096414000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,DFP,2022-12-31,1,2023-03-28,2023-03-28,false,con,controladora,REAL,12,1579637000,2022-01-01,1579637000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2023-03-31,1,2023-04-27,2023-04-27,false,con,controladora,REAL,3,312484000,2023-01-01,290602000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2023-06-30,1,2023-07-28,2023-07-28,false,con,controladora,REAL,6,890828000,2023-01-01,1762193000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2023-09-30,1,2023-10-30,2023-10-30,false,con,controladora,REAL,9,694787000,2023-01-01,1782264000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,DFP,2023-12-31,1,2024-03-19,2024-03-19,false,con,controladora,REAL,12,1736289000,2023-01-01,1736289000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2024-03-31,1,2024-04-25,2024-04-25,false,con,controladora,REAL,3,-130763000,2024-01-01,1293042000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2024-06-30,1,2024-07-25,2024-07-25,false,con,controladora,REAL,6,-747244000,2024-01-01,98217000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2024-09-30,1,2024-11-08,2024-11-08,false,con,controladora,REAL,9,-331513000,2024-01-01,709989000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,DFP,2024-12-31,1,2025-03-17,2025-03-17,false,con,controladora,REAL,12,-642507000,2024-01-01,-642507000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2025-03-31,1,2025-04-29,2025-04-29,false,con,controladora,REAL,3,720356000,2025-01-01,208612000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2025-06-30,1,2025-07-22,2025-07-22,false,con,controladora,REAL,6,1299618000,2025-01-01,1404355000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2025-09-30,1,2025-10-21,2025-10-21,false,con,controladora,REAL,9,1784405000,2025-01-01,1473411000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,DFP,2025-12-31,1,2026-03-25,2026-03-25,false,con,controladora,REAL,12,2461484000,2025-01-01,2461484000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2026-03-31,1,2026-04-24,2026-04-24,false,con,controladora,REAL,3,826769000,2026-01-01,2567897000,ok,backfill,2026-09-21T21:38:17.660Z
07.043.628/0001-13,023531,CLARO TELECOM PARTICIPAÇÕES S.A.,ITR,2026-06-30,1,2026-07-21,2026-07-21,false,con,controladora,REAL,6,1336885000,2026-01-01,2498751000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2010-12-31,3,2011-04-18,2011-03-30,true,ind,total,REAL,12,471903000,2010-01-01,471903000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2011-03-31,1,2011-05-17,2011-05-17,false,ind,total,REAL,3,104517000,2011-01-01,460776000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2011-06-30,1,2011-08-08,2011-08-08,false,ind,total,REAL,6,235785000,2011-01-01,470309000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2011-09-30,1,2011-10-31,2011-10-31,false,ind,total,REAL,9,336469000,2011-01-01,421070000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2011-12-31,2,2012-03-26,2012-03-23,true,ind,total,REAL,12,471182000,2011-01-01,471182000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2012-03-31,2,2013-03-28,2012-05-11,true,ind,total,REAL,3,120119000,2012-01-01,486784000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2012-06-30,3,2013-03-28,2012-07-31,true,ind,total,REAL,6,206009000,2012-01-01,441406000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2012-09-30,3,2013-03-28,2012-11-13,true,ind,total,REAL,9,281916000,2012-01-01,416629000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2012-12-31,1,2013-03-27,2013-03-27,false,ind,total,REAL,12,420000000,2012-01-01,420000000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2013-03-31,2,2013-05-16,2013-05-15,true,ind,total,REAL,3,62642000,2013-01-01,362523000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2013-06-30,1,2013-07-31,2013-07-31,false,ind,total,REAL,6,137875000,2013-01-01,351866000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2013-09-30,1,2013-10-29,2013-10-29,false,ind,total,REAL,9,150604000,2013-01-01,288688000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2013-12-31,1,2014-02-06,2014-02-06,false,ind,total,REAL,12,156556000,2013-01-01,156556000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2014-03-31,1,2014-05-05,2014-05-05,false,ind,total,REAL,3,64646000,2014-01-01,158560000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2014-06-30,2,2014-07-25,2014-07-24,true,ind,total,REAL,6,91451000,2014-01-01,110132000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2014-09-30,1,2014-10-28,2014-10-28,false,ind,total,REAL,9,88634000,2014-01-01,94586000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2014-12-31,2,2015-03-27,2015-01-28,true,ind,total,REAL,12,251559000,2014-01-01,251559000,ok,backfill,2026-09-21T21:38:17.660Z
