cnpj,cd_cvm,denom,doc,dt_refer,versao,available_at,original_receb,restated,stmt,ni_source,moeda,ytd_months,ni_ytd,fy_start,ni_ttm,ttm_status,pit,first_seen_at
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2012-09-30,1,2012-11-14,2012-11-14,false,ind,total,REAL,9,61658000,2012-01-01,121266000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,DFP,2012-12-31,1,2013-03-22,2013-03-22,false,ind,total,REAL,12,-16395000,2012-01-01,-16395000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2013-03-31,3,2013-05-23,2013-05-15,true,ind,total,REAL,3,8984000,2013-01-01,-26798000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2013-06-30,1,2013-08-02,2013-08-02,false,ind,total,REAL,6,-14331000,2013-01-01,-78356000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2013-09-30,2,2013-11-06,2013-11-06,true,ind,total,REAL,9,-4802000,2013-01-01,-82855000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,DFP,2013-12-31,1,2014-02-10,2014-02-10,false,ind,total,REAL,12,-21069000,2013-01-01,-21069000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2014-03-31,1,2014-05-13,2014-05-13,false,ind,total,REAL,3,-15456000,2014-01-01,-45509000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2014-06-30,1,2014-08-14,2014-08-14,false,ind,total,REAL,6,-33825000,2014-01-01,-40563000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2014-09-30,1,2014-11-14,2014-11-14,false,ind,total,REAL,9,-10622000,2014-01-01,-26889000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,DFP,2014-12-31,2,2015-04-02,2015-03-27,true,ind,total,REAL,12,33448000,2014-01-01,33448000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2015-03-31,1,2015-05-15,2015-05-15,false,ind,total,REAL,3,62749000,2015-01-01,111653000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2015-06-30,1,2015-08-14,2015-08-14,false,ind,total,REAL,6,59382000,2015-01-01,126655000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2015-09-30,2,2015-11-19,2015-11-13,true,ind,total,REAL,9,76455000,2015-01-01,120525000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,DFP,2015-12-31,1,2016-03-22,2016-03-22,false,ind,total,REAL,12,109560000,2015-01-01,109560000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2016-03-31,2,2016-05-16,2016-05-13,true,ind,total,REAL,3,28878000,2016-01-01,75689000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2016-06-30,1,2016-08-12,2016-08-12,false,ind,total,REAL,6,33651000,2016-01-01,83829000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2016-09-30,1,2016-11-11,2016-11-11,false,ind,total,REAL,9,36297000,2016-01-01,69401000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,DFP,2016-12-31,2,2017-04-03,2017-03-23,true,ind,total,REAL,12,107378000,2016-01-01,107378000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2017-03-31,2,2017-05-11,2017-05-10,true,ind,total,REAL,3,33596000,2017-01-01,112096000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2017-06-30,1,2017-08-09,2017-08-09,false,ind,total,REAL,6,32548000,2017-01-01,106275000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2017-09-30,1,2017-11-14,2017-11-14,false,ind,total,REAL,9,54663000,2017-01-01,125744000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,DFP,2017-12-31,1,2018-03-15,2018-03-15,false,ind,total,REAL,12,87037000,2017-01-01,87037000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2018-03-31,1,2018-05-10,2018-05-10,false,ind,total,REAL,3,38271000,2018-01-01,89662000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2018-06-30,1,2018-08-08,2018-08-08,false,ind,total,REAL,6,90028000,2018-01-01,142000000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2018-09-30,1,2018-11-09,2018-11-09,false,ind,total,REAL,9,115484000,2018-01-01,143841000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,DFP,2018-12-31,1,2019-03-19,2019-03-19,false,ind,total,REAL,12,170615000,2018-01-01,170615000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2019-03-31,1,2019-05-09,2019-05-09,false,ind,total,REAL,3,98556000,2019-01-01,230900000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2019-06-30,1,2019-08-08,2019-08-08,false,ind,total,REAL,6,164463000,2019-01-01,245050000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2019-09-30,1,2019-11-07,2019-11-07,false,ind,total,REAL,9,231766000,2019-01-01,286897000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,DFP,2019-12-31,1,2020-03-12,2020-03-12,false,ind,total,REAL,12,333163000,2019-01-01,333163000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2020-03-31,1,2020-05-14,2020-05-14,false,ind,total,REAL,3,84780000,2020-01-01,319387000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2020-06-30,1,2020-08-13,2020-08-13,false,ind,total,REAL,6,116646000,2020-01-01,285346000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2020-09-30,1,2020-11-12,2020-11-12,false,ind,total,REAL,9,245096000,2020-01-01,346493000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,DFP,2020-12-31,1,2021-03-11,2021-03-11,false,ind,total,REAL,12,342366000,2020-01-01,342366000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2021-03-31,1,2021-05-13,2021-05-13,false,ind,total,REAL,3,120199000,2021-01-01,377785000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2021-06-30,1,2021-08-12,2021-08-12,false,ind,total,REAL,6,258955000,2021-01-01,484675000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2021-09-30,1,2021-11-11,2021-11-11,false,ind,total,REAL,9,427691000,2021-01-01,524961000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,DFP,2021-12-31,1,2022-03-17,2022-03-17,false,ind,total,REAL,12,601443000,2021-01-01,601443000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2022-03-31,1,2022-05-12,2022-05-12,false,ind,total,REAL,3,184689000,2022-01-01,665933000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2022-06-30,1,2022-08-11,2022-08-11,false,ind,total,REAL,6,327727000,2022-01-01,670215000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2022-09-30,1,2022-11-10,2022-11-10,false,ind,total,REAL,9,433952000,2022-01-01,607704000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,DFP,2022-12-31,1,2023-03-16,2023-03-16,false,ind,total,REAL,12,556847000,2022-01-01,556847000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2023-03-31,1,2023-05-11,2023-05-11,false,ind,total,REAL,3,118583000,2023-01-01,510537000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2023-06-30,1,2023-08-10,2023-08-10,false,ind,total,REAL,6,255770000,2023-01-01,504686000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2023-09-30,1,2023-11-09,2023-11-09,false,ind,total,REAL,9,407577000,2023-01-01,550268000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,DFP,2023-12-31,1,2024-03-12,2024-03-12,false,ind,total,REAL,12,609044000,2023-01-01,609044000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2024-03-31,3,2024-07-01,2024-05-08,true,ind,total,REAL,3,224264000,2024-01-01,714725000,ok,backfill,2026-09-21T21:38:17.660Z
15.413.826/0001-50,005576,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ITR,2024-06-30,1,2024-08-07,2024-08-07,false,ind,total,REAL,6,292157000,2024-01-01,645431000,ok,backfill,2026-09-21T21:38:17.660Z
